stage,trial,best_iteration,boosting_type,num_leaves,max_depth,learning_rate,min_child_samples,subsample,subsample_freq,colsample_bytree,reg_alpha,reg_lambda,min_split_gain,val_auc,val_prauc,val_recall_at_fpr,val_fpr,val_threshold
lightgbm,52,1548,gbdt,222,4,0.009766263998543738,260,0.775219910801514,1,0.957973496214431,0.00010324145400091393,0.0003172562803398673,2.104799780231357e-07,0.8776405224844397,0.13480844028038858,0.498159509202454,0.04997839459102232,0.7646070252446552
lightgbm,53,1278,gbdt,244,4,0.012049560225990156,292,0.7371350371210392,1,0.9798331155551503,2.0493380086120114e-05,0.00013939009273605568,4.563365959903476e-08,0.8768736279278799,0.1357038381293449,0.4950920245398773,0.04971150424482741,0.7665662376522393
lightgbm,54,1997,gbdt,163,4,0.008267187591315851,299,0.8508956786352555,1,0.8950340207474035,0.00023122038720601063,5.704927709941687e-05,3.791978885974257e-07,0.8775700339604906,0.1360308629106537,0.49754601226993866,0.049876722078186164,0.7667407087027569
lightgbm,55,2881,gbdt,230,4,0.005838898814517174,334,0.7041370366093809,1,0.8632570381352533,0.001086248819742419,2.9746886918637414,0.04780387712132571,0.8781764980244033,0.13547170949451226,0.49754601226993866,0.04998474912307458,0.7672007115108961
lightgbm,56,397,gbdt,188,12,0.014421836240356898,313,0.7705870598666453,1,0.9441618521815855,4.434111126771174e-05,0.0008549525225904313,8.919733845800274e-08,0.8692861724135027,0.12566255376801957,0.4834355828220859,0.04992120380255198,0.6595342778728362
lightgbm,57,1465,gbdt,218,4,0.01151121912433016,242,0.7960557215520763,1,0.9622603149449382,0.01523575942402552,5.142152272712109e-06,5.011547563343543e-06,0.8774862243101474,0.13570735672670228,0.49693251533742333,0.04994662193076102,0.7666549308662552
lightgbm,58,332,gbdt,237,10,0.010043925666912569,212,0.672117314297931,1,0.9864908378192145,5.877758264249289e-06,0.2027673488770002,7.135457641787652e-07,0.8657969183560364,0.1206408408596939,0.4625766871165644,0.04998474912307458,0.6349784122479999
lightgbm,59,1,gbdt,201,8,0.19845906551729384,350,0.749571935693195,1,0.7936073786722384,1.1772843098562716e-06,0.004364782542615236,1.6314923266439242e-07,0.8081664255063276,0.07000788533087983,0.349079754601227,0.04887270601392914,0.9999784165254462
lightgbm,60,2387,gbdt,174,4,0.007549815237858193,269,0.8177329384712617,1,0.9209648423581397,7.075877375826921e-05,3.653901728943539e-05,9.99469856425786e-06,0.8781431464773437,0.1346109309895997,0.49693251533742333,0.04997839459102232,0.7651353733636185
lightgbm,61,1345,gbdt,239,4,0.011166693358273529,306,0.7568466051190352,1,0.9090220281351352,0.00010427727351695051,0.0002493868017234676,2.6315758857393186e-07,0.8774554340683383,0.13637916728121352,0.4950920245398773,0.04995297646281328,0.7663576906520628
